Time of Day,Process Name,PID,Operation,Path,Result,Detail
10:09:40.8134662 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\dxgi.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8135303 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8135593 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,"CreationTime: 4/1/2024 7:22:08 AM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 4/1/2024 7:22:08 AM, ChangeTime: 10/11/2025 5:44:10 PM, FileAttributes: A"
10:09:40.8135738 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,
10:09:40.8139087 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8139991 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d2d1.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8140255 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8140303 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8140743 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\Magnification.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8141281 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8145040 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8145467 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:14 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:14 PM, ChangeTime: 11/9/2025 7:14:33 PM, FileAttributes: A"
10:09:40.8145613 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,
10:09:40.8147227 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8148174 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\dxgi.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8148480 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8148931 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,"Image Base: 0x73d30000, Image Size: 0x515000"
10:09:40.8149283 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,"Image Base: 0x74250000, Image Size: 0xe000"
10:09:40.8150581 PM,helpwire.exe,11772,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\Nls\CustomLocale,REPARSE,Desired Access: Query Value
10:09:40.8150803 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\CustomLocale,SUCCESS,Desired Access: Query Value
10:09:40.8151060 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\Nls\CustomLocale,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8151193 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY,NAME NOT FOUND,Length: 120
10:09:40.8151444 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY,NAME NOT FOUND,Length: 120
10:09:40.8151765 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d2d1.dll,SUCCESS,
10:09:40.8152124 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\NLS\Language,REPARSE,Desired Access: Read
10:09:40.8152305 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\NLS\Language,SUCCESS,Desired Access: Read
10:09:40.8152493 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\Nls\Language,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8152621 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\Language\InstallLanguageFallback,NAME NOT FOUND,Length: 356
10:09:40.8152775 PM,helpwire.exe,11772,RegCloseKey,HKLM\System\CurrentControlSet\Control\Nls\Language,SUCCESS,
10:09:40.8152980 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,REPARSE,Desired Access: Read
10:09:40.8153132 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,SUCCESS,Desired Access: Read
10:09:40.8155101 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\SspiCli.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8157047 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8157196 PM,helpwire.exe,11772,RegEnumKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,SUCCESS,"Index: 0, Name: en-US"
10:09:40.8157444 PM,helpwire.exe,11772,RegQueryKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
10:09:40.8157598 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US,SUCCESS,Desired Access: Read
10:09:40.8157799 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\Type,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 273"
10:09:40.8157888 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,"Image Base: 0x73c20000, Image Size: 0x106000"
10:09:40.8158053 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage,NAME NOT FOUND,Length: 12
10:09:40.8158239 PM,helpwire.exe,11772,RegCloseKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US,SUCCESS,
10:09:40.8158394 PM,helpwire.exe,11772,RegEnumKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,NO MORE ENTRIES,"Index: 1, Length: 512"
10:09:40.8158511 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8158558 PM,helpwire.exe,11772,RegCloseKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages,SUCCESS,
10:09:40.8158812 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete,REPARSE,Desired Access: Read
10:09:40.8158974 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete,NAME NOT FOUND,Desired Access: Read
10:09:40.8158994 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:20 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:20 PM, ChangeTime: 10/11/2025 5:44:10 PM, FileAttributes: A"
10:09:40.8159148 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,
10:09:40.8159182 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
10:09:40.8159568 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\dxgi.dll,SUCCESS,
10:09:40.8159620 PM,helpwire.exe,11772,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings,NAME NOT FOUND,Desired Access: Read
10:09:40.8159914 PM,helpwire.exe,11772,RegOpenKey,HKCU,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
10:09:40.8160165 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8160267 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8160439 PM,helpwire.exe,11772,RegOpenKey,HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration,NAME NOT FOUND,Desired Access: Read
10:09:40.8160695 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration,REPARSE,Desired Access: Read
10:09:40.8160868 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration,SUCCESS,Desired Access: Read
10:09:40.8161027 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8161122 PM,helpwire.exe,11772,RegEnumValue,HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration,NO MORE ENTRIES,"Index: 0, Length: 512"
10:09:40.8161342 PM,helpwire.exe,11772,RegCloseKey,HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration,SUCCESS,
10:09:40.8161448 PM,helpwire.exe,11772,RegCloseKey,HKCU,SUCCESS,
10:09:40.8161622 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
10:09:40.8161862 PM,helpwire.exe,11772,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings,NAME NOT FOUND,Desired Access: Read
10:09:40.8162073 PM,helpwire.exe,11772,RegOpenKey,HKCU,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
10:09:40.8162318 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8162418 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8162579 PM,helpwire.exe,11772,RegOpenKey,HKCU\Software\Policies\Microsoft\Control Panel\Desktop,NAME NOT FOUND,Desired Access: Read
10:09:40.8162753 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8162871 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8163025 PM,helpwire.exe,11772,RegOpenKey,HKCU\Control Panel\Desktop\LanguageConfiguration,NAME NOT FOUND,Desired Access: Read
10:09:40.8163161 PM,helpwire.exe,11772,RegCloseKey,HKCU,SUCCESS,
10:09:40.8163329 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
10:09:40.8163493 PM,helpwire.exe,11772,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings,NAME NOT FOUND,Desired Access: Read
10:09:40.8163694 PM,helpwire.exe,11772,RegOpenKey,HKCU,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
10:09:40.8163910 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8163997 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8164148 PM,helpwire.exe,11772,RegOpenKey,HKCU\Software\Policies\Microsoft\Control Panel\Desktop,NAME NOT FOUND,Desired Access: Read
10:09:40.8164329 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8164423 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8164569 PM,helpwire.exe,11772,RegOpenKey,HKCU\Control Panel\Desktop,SUCCESS,Desired Access: Read
10:09:40.8164703 PM,helpwire.exe,11772,RegSetInfoKey,HKCU\Control Panel\Desktop,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8164836 PM,helpwire.exe,11772,RegQueryValue,HKCU\Control Panel\Desktop\PreferredUILanguages,NAME NOT FOUND,Length: 12
10:09:40.8165008 PM,helpwire.exe,11772,RegCloseKey,HKCU\Control Panel\Desktop,SUCCESS,
10:09:40.8165127 PM,helpwire.exe,11772,RegCloseKey,HKCU,SUCCESS,
10:09:40.8165326 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
10:09:40.8165490 PM,helpwire.exe,11772,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings,NAME NOT FOUND,Desired Access: Read
10:09:40.8165731 PM,helpwire.exe,11772,RegOpenKey,HKCU,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
10:09:40.8165985 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
10:09:40.8166094 PM,helpwire.exe,11772,RegQueryKey,HKCU,SUCCESS,Query: Name
10:09:40.8166277 PM,helpwire.exe,11772,RegOpenKey,HKCU\Control Panel\Desktop\MuiCached,SUCCESS,Desired Access: Read
10:09:40.8166450 PM,helpwire.exe,11772,RegSetInfoKey,HKCU\Control Panel\Desktop\MuiCached,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8166570 PM,helpwire.exe,11772,RegQueryValue,HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages,BUFFER OVERFLOW,Length: 12
10:09:40.8166716 PM,helpwire.exe,11772,RegQueryValue,HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages,SUCCESS,"Type: REG_MULTI_SZ, Length: 12, Data: en-US"
10:09:40.8166873 PM,helpwire.exe,11772,RegCloseKey,HKCU\Control Panel\Desktop\MuiCached,SUCCESS,
10:09:40.8166995 PM,helpwire.exe,11772,RegCloseKey,HKCU,SUCCESS,
10:09:40.8167094 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8167590 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,Desired Access: Read
10:09:40.8167788 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\sspicli.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8167812 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8167988 PM,helpwire.exe,11772,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest,NAME NOT FOUND,Length: 20
10:09:40.8168097 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8168131 PM,helpwire.exe,11772,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,SUCCESS,
10:09:40.8176898 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8176989 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,"Image Base: 0x74d20000, Image Size: 0x2b000"
10:09:40.8177186 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8177757 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:49 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:49 PM, ChangeTime: 11/9/2025 4:21:32 PM, FileAttributes: A"
10:09:40.8177948 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,
10:09:40.8178781 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\sspicli.dll,SUCCESS,
10:09:40.8183024 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,
10:09:40.8183043 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8184430 PM,helpwire.exe,11772,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots,NAME NOT FOUND,Desired Access: Enumerate Sub Keys
10:09:40.8185797 PM,helpwire.exe,11772,CreateFile,C:\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.6725_none_b6a081e55243135f,SUCCESS,"Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8186449 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\Magnification.dll,SUCCESS,
10:09:40.8186800 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\powrprof.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8188482 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\d3d9.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8188875 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8197138 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,"Image Base: 0x739c0000, Image Size: 0x55000"
10:09:40.8198563 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,
10:09:40.8198634 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8199023 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:14 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:14 PM, ChangeTime: 10/11/2025 5:44:09 PM, FileAttributes: A"
10:09:40.8199179 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,
10:09:40.8200335 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8200835 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d3d9.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8201140 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8207724 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,"Image Base: 0x73840000, Image Size: 0x179000"
10:09:40.8208948 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d3d9.dll,SUCCESS,
10:09:40.8213657 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8214040 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:03 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:03 PM, ChangeTime: 11/9/2025 7:14:33 PM, FileAttributes: A"
10:09:40.8214256 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,
10:09:40.8215699 PM,helpwire.exe,11772,CreateFile,C:\Program Files (x86)\HelpWire\Client\d3d11.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
10:09:40.8219006 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8220020 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\DXCore.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8220332 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8229627 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,"Image Base: 0x73800000, Image Size: 0x37000"
10:09:40.8230925 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\DXCore.dll,SUCCESS,
10:09:40.8234312 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8234907 PM,helpwire.exe,11772,QueryBasicInformationFile,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,"CreationTime: 10/11/2025 4:18:14 PM, LastAccessTime: 11/11/2025 10:09:38 PM, LastWriteTime: 10/11/2025 4:18:14 PM, ChangeTime: 11/9/2025 7:16:33 PM, FileAttributes: A"
10:09:40.8235079 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,
10:09:40.8240162 PM,helpwire.exe,11772,CreateFile,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,"Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
10:09:40.8240900 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d3d11.dll,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
10:09:40.8241246 PM,helpwire.exe,11772,CreateFileMapping,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,SyncType: SyncTypeOther
10:09:40.8248474 PM,helpwire.exe,11772,Load Image,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,"Image Base: 0x73a20000, Image Size: 0x1f1000"
10:09:40.8249948 PM,helpwire.exe,11772,CloseFile,C:\Windows\SysWOW64\d3d11.dll,SUCCESS,
10:09:40.8258744 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions,REPARSE,Desired Access: Read
10:09:40.8258963 PM,helpwire.exe,11772,RegOpenKey,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions,SUCCESS,Desired Access: Read
10:09:40.8259172 PM,helpwire.exe,11772,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
10:09:40.8259291 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default),SUCCESS,"Type: REG_SZ, Length: 18, Data: 00060502"
10:09:40.8259477 PM,helpwire.exe,11772,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000605xx,SUCCESS,"Type: REG_SZ, Length: 26, Data: kernel32.dll"
